argumentTypeId	argumentTypeName	sourceTaxonName	sourceTaxonId	sourceTaxonIds	interactionTypeName	interactionTypeId	targetTaxonName	targetTaxonId	targetTaxonIds	sourceBodyPartName	sourceBodyPartId	referenceDoi	referenceCitation
	support	Euglena mutabilis	NCBI:txid38275	NCBI:txid38275|WD:Q1873224|PPSDB:Q1259	host of		unclassified prokaryote		PPSDB:Q1780	cytoplasm	GO:0005737	10.1515/9783110841237-047	Surek, B. and Melkonian, M. (1983). Intracellular Bacteria In The Euglenophyceae: Prolonged Axenic Culture Of An Algal - Bacterial System. Intracellular space as oligogenetic ecosystem. Proceedings 475–486.
	support	Euglena spirogyra	NCBI:txid298306	NCBI:txid298306|WD:Q1373387|PPSDB:Q402	host of		unclassified prokaryote		PPSDB:Q1780	nucleus	GO:0005634	10.1007/BF01379628	Leedale, G. F. (1969). Observations on endonuclear bacteria in euglenoid flagellates. Österreichische Botanische Zeitschrift 116, 279–294.
	support	Euglenozoa sp. CR-1		PPSDB:Q656	syntrophic H2 consumption		Candidatus Desulfarcum epimagneticum	NCBI:txid2487131	NCBI:txid2487131|WD:Q126709652|PPSDB:Q655	cell surface	GO:0009986	10.1038/S41564-019-0432-7	Monteil, C. L., Vallenet, D., Menguy, N., Benzerara, K., Barbe, V., Fouteau, S., Cruaud, C., Floriani, M., Viollier, E., Adryanczyk, G., et al. (2019). Ectosymbiotic bacteria at the origin of magnetoreception in a marine protist. Nature Microbiology 4, 1088–1095.
	support	Euglenozoa sp. CR-1		PPSDB:Q656	motility facilitated by		Candidatus Desulfarcum epimagneticum	NCBI:txid2487131	NCBI:txid2487131|WD:Q126709652|PPSDB:Q655	cell surface	GO:0009986	10.1038/S41564-019-0432-7	Monteil, C. L., Vallenet, D., Menguy, N., Benzerara, K., Barbe, V., Fouteau, S., Cruaud, C., Floriani, M., Viollier, E., Adryanczyk, G., et al. (2019). Ectosymbiotic bacteria at the origin of magnetoreception in a marine protist. Nature Microbiology 4, 1088–1095.
	support	Eukaryote SAG AAA071-K20	NCBI:txid1010454	NCBI:txid1010454|PPSDB:Q227	host of		Bacterium SAG AAA071-K20	NCBI:txid1009887	NCBI:txid1009887|PPSDB:Q226			10.1038/ISMEJ.2011.126	Martinez-Garcia, M., Brazel, D., Poulton, N. J., Swan, B. K., Gomez, M. L., Masland, D., Sieracki, M. E. and Stepanauskas, R. (2011). Unveiling in situ interactions between marine protists and bacteria through single cell sequencing. The ISME Journal 6, 703–707.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Candidatus Cyrtobacter zanobii	NCBI:txid1222017	NCBI:txid1222017|WD:Q126489921|PPSDB:Q646	cytoplasm	GO:0005737	10.1007/S00248-012-0170-3	Boscaro, V., Petroni, G., Ristori, A., Verni, F. and Vannini, C. (2013). “Candidatus Defluviella procrastinata” and “Candidatus Cyrtobacter zanobii”, Two Novel Ciliate Endosymbionts Belonging to the “Midichloria Clade.” Microbial Ecology 65, 302–310.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Candidatus Cyrtobacter zanobii	NCBI:txid1222017	NCBI:txid1222017|WD:Q126489921|PPSDB:Q646	cytoplasm	GO:0005737	10.1128/AEM.02432-21	Giannotti, D., Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2022). The “Other” Rickettsiales : an Overview of the Family “ Candidatus Midichloriaceae.” Applied and Environmental Microbiology 88,.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Candidatus Cyrtobacter zanobii	NCBI:txid1222017	NCBI:txid1222017|WD:Q126489921|PPSDB:Q646	cytoplasm	GO:0005737	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Candidatus Nebulobacter yamunensis	NCBI:txid1167250	NCBI:txid1167250|WD:Q126489961|PPSDB:Q545	cytosol	GO:0005829	10.1016/J.SYAPM.2012.07.003	Boscaro, V., Vannini, C., Fokin, S. I., Verni, F. and Petroni, G. (2012). Characterization of “Candidatus Nebulobacter yamunensis” from the cytoplasm of Euplotes aediculatus (Ciliophora, Spirotrichea) and emended description of the family Francisellaceae. Systematic and Applied Microbiology 35, 432–440.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Candidatus Nebulobacter yamunensis	NCBI:txid1167250	NCBI:txid1167250|WD:Q126489961|PPSDB:Q545	cytosol	GO:0005829	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Candidatus Protistobacter heckmanni	NCBI:txid1048740	NCBI:txid1048740|WD:Q126489977|PPSDB:Q564	cytoplasm	GO:0005737	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Candidatus Trichorickettsia mobilis subsp. extranuclearis	NCBI:txid2067672	NCBI:txid2067672|WD:Q126489988|PPSDB:Q579	cytosol	GO:0005829	10.1016/J.EJOP.2017.12.002	Sabaneyeva, E., Castelli, M., Szokoli, F., Benken, K., Lebedeva, N., Salvetti, A., Schweikert, M., Fokin, S. and Petroni, G. (2018). Host and symbiont intraspecific variability: The case of Paramecium calkinsi and “ Candidatus Trichorickettsia mobilis.” European Journal of Protistology 62, 79–94.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Candidatus Trichorickettsia mobilis subsp. extranuclearis	NCBI:txid2067672	NCBI:txid2067672|WD:Q126489988|PPSDB:Q579	cytosol	GO:0005829	10.1371/JOURNAL.PONE.0087718	Vannini, C., Boscaro, V., Ferrantini, F., Benken, K. A., Mironov, T. I., Schweikert, M., Görtz, H.-D., Fokin, S. I., Sabaneyeva, E. V. and Petroni, G. (2014). Flagellar Movement in Two Bacteria of the Family Rickettsiaceae: A Re-Evaluation of Motility in an Evolutionary Perspective. PLoS ONE 9, e87718.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1073/PNAS.1316687110	Boscaro, V., Felletti, M., Vannini, C., Ackerman, M. S., Chain, P. S. G., Malfatti, S., Vergez, L. M., Shin, M., Doak, T. G., Lynch, M., et al. (2013). Polynucleobacter necessarius , a model for genome reduction in both free-living and symbiotic bacteria. Proceedings of the National Academy of Sciences 110, 18590–18595.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1111/J.1462-2920.2012.02760.X	Vannini, C., Ferrantini, F., Ristori, A., Verni, F. and Petroni, G. (2012). Betaproteobacterial symbionts of the ciliate Euplotes: origin and tangled evolutionary path of an obligate microbial association. Environmental Microbiology 14, 2553–2563.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1038/S41559-017-0237-0	Boscaro, V., Kolisko, M., Felletti, M., Vannini, C., Lynn, D. H. and Keeling, P. J. (2017). Parallel genome reduction in symbionts descended from closely related free-living bacteria. Nature Ecology &amp; Evolution 1, 1160–1167.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1099/IJSEM.0.001073	Hahn, M. W., et al. (2016). Reclassification of four Polynucleobacter necessarius strains as representatives of Polynucleobacter asymbioticus comb. nov., Polynucleobacter duraquae sp. nov., Polynucleobacter yangtzensis sp. nov. and Polynucleobacter sinensis sp. nov., and .... International Journal of Systematic and Evolutionary Microbiology 66, 2883–2892.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1099/00207713-37-4-456	Heckmann, K. and Schmidt, H. J. (1987). Polynucleobacter necessarius gen. nov., sp. nov., an Obligately Endosymbiotic Bacterium Living in the Cytoplasm of Euplotes aediculatus. International Journal of Systematic Bacteriology 37, 456–457.
	support	Euplotes aediculatus	NCBI:txid5940	NCBI:txid5940|WD:Q49559010|PPSDB:Q546	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1111/J.1550-7408.1975.TB00949.X	HECKMANN, K. (1975). Omikron, ein essentieller Endosymbiont von Euplotes aediculatus*†. The Journal of Protozoology 22, 97–104.
	support	Euplotes daidaleos	NCBI:txid471435	NCBI:txid471435|WD:Q126618502|PPSDB:Q559	host of		Candidatus Finniella dimorpha	NCBI:txid2567973	NCBI:txid2567973|PPSDB:Q2060	cytoplasm	GO:0005737	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes daidaleos	NCBI:txid471435	NCBI:txid471435|WD:Q126618502|PPSDB:Q559	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1073/PNAS.1316687110	Boscaro, V., Felletti, M., Vannini, C., Ackerman, M. S., Chain, P. S. G., Malfatti, S., Vergez, L. M., Shin, M., Doak, T. G., Lynch, M., et al. (2013). Polynucleobacter necessarius , a model for genome reduction in both free-living and symbiotic bacteria. Proceedings of the National Academy of Sciences 110, 18590–18595.
	support	Euplotes daidaleos	NCBI:txid471435	NCBI:txid471435|WD:Q126618502|PPSDB:Q559	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1111/J.1462-2920.2012.02760.X	Vannini, C., Ferrantini, F., Ristori, A., Verni, F. and Petroni, G. (2012). Betaproteobacterial symbionts of the ciliate Euplotes: origin and tangled evolutionary path of an obligate microbial association. Environmental Microbiology 14, 2553–2563.
	support	Euplotes daidaleos	NCBI:txid471435	NCBI:txid471435|WD:Q126618502|PPSDB:Q559	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1038/S41559-017-0237-0	Boscaro, V., Kolisko, M., Felletti, M., Vannini, C., Lynn, D. H. and Keeling, P. J. (2017). Parallel genome reduction in symbionts descended from closely related free-living bacteria. Nature Ecology &amp; Evolution 1, 1160–1167.
	support	Euplotes enigma		WD:Q123518271|PPSDB:Q2069	host of		Candidatus Devosia sp. MaS2	NCBI:txid2567951	NCBI:txid2567951|PPSDB:Q2070			10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes eurystomus	NCBI:txid5941	NCBI:txid5941|WD:Q49559016|PPSDB:Q563	host of		Candidatus Cyrtobacter sp. (ex Euplotes eurystomus)	NCBI:txid2567971	NCBI:txid2567971|PPSDB:Q2061			10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes eurystomus	NCBI:txid5941	NCBI:txid5941|WD:Q49559016|PPSDB:Q563	host of		Candidatus Endonucleariobacter sp. (ex Euplotes eurystomus)	NCBI:txid2567970	NCBI:txid2567970|PPSDB:Q2062			10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes eurystomus	NCBI:txid5941	NCBI:txid5941|WD:Q49559016|PPSDB:Q563	host of		Candidatus Finniella dimorpha	NCBI:txid2567973	NCBI:txid2567973|PPSDB:Q2060			10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes eurystomus	NCBI:txid5941	NCBI:txid5941|WD:Q49559016|PPSDB:Q563	host of		Candidatus Megaira polyxenophila	NCBI:txid988779	NCBI:txid988779|WD:Q126489955|PPSDB:Q141			10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes eurystomus	NCBI:txid5941	NCBI:txid5941|WD:Q49559016|PPSDB:Q563	host of		Candidatus Protistobacter heckmanni	NCBI:txid1048740	NCBI:txid1048740|WD:Q126489977|PPSDB:Q564			10.1111/J.1462-2920.2012.02760.X	Vannini, C., Ferrantini, F., Ristori, A., Verni, F. and Petroni, G. (2012). Betaproteobacterial symbionts of the ciliate Euplotes: origin and tangled evolutionary path of an obligate microbial association. Environmental Microbiology 14, 2553–2563.
	support	Euplotes eurystomus	NCBI:txid5941	NCBI:txid5941|WD:Q49559016|PPSDB:Q563	host of		Candidatus Protistobacter heckmanni	NCBI:txid1048740	NCBI:txid1048740|WD:Q126489977|PPSDB:Q564			10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes eurystomus	NCBI:txid5941	NCBI:txid5941|WD:Q49559016|PPSDB:Q563	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1073/PNAS.1316687110	Boscaro, V., Felletti, M., Vannini, C., Ackerman, M. S., Chain, P. S. G., Malfatti, S., Vergez, L. M., Shin, M., Doak, T. G., Lynch, M., et al. (2013). Polynucleobacter necessarius , a model for genome reduction in both free-living and symbiotic bacteria. Proceedings of the National Academy of Sciences 110, 18590–18595.
	support	Euplotes eurystomus	NCBI:txid5941	NCBI:txid5941|WD:Q49559016|PPSDB:Q563	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1111/J.1462-2920.2012.02760.X	Vannini, C., Ferrantini, F., Ristori, A., Verni, F. and Petroni, G. (2012). Betaproteobacterial symbionts of the ciliate Euplotes: origin and tangled evolutionary path of an obligate microbial association. Environmental Microbiology 14, 2553–2563.
	support	Euplotes eurystomus	NCBI:txid5941	NCBI:txid5941|WD:Q49559016|PPSDB:Q563	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1038/S41559-017-0237-0	Boscaro, V., Kolisko, M., Felletti, M., Vannini, C., Lynn, D. H. and Keeling, P. J. (2017). Parallel genome reduction in symbionts descended from closely related free-living bacteria. Nature Ecology &amp; Evolution 1, 1160–1167.
	support	Euplotes harpa	NCBI:txid151035	NCBI:txid151035|WD:Q62000435|PPSDB:Q562	host of		Candidatus Anadelfobacter veles	NCBI:txid675775	NCBI:txid675775|WD:Q126489586|PPSDB:Q570	cytoplasm	GO:0005737	10.1128/AEM.03105-09	Vannini, C., Ferrantini, F., Schleifer, K.-H., Ludwig, W., Verni, F. and Petroni, G. (2010). “CandidatusAnadelfobacter veles” and “CandidatusCyrtobacter comes,” Two NewRickettsialesSpecies Hosted by the Protist CiliateEuplotes harpa(Ciliophora, Spirotrichea). Applied and Environmental Microbiology 76, 4047–4054.
	support	Euplotes harpa	NCBI:txid151035	NCBI:txid151035|WD:Q62000435|PPSDB:Q562	host of		Candidatus Cyrtobacter comes	NCBI:txid675776	NCBI:txid675776|WD:Q126489920|PPSDB:Q571	cytoplasm	GO:0005737	10.1128/AEM.03105-09	Vannini, C., Ferrantini, F., Schleifer, K.-H., Ludwig, W., Verni, F. and Petroni, G. (2010). “CandidatusAnadelfobacter veles” and “CandidatusCyrtobacter comes,” Two NewRickettsialesSpecies Hosted by the Protist CiliateEuplotes harpa(Ciliophora, Spirotrichea). Applied and Environmental Microbiology 76, 4047–4054.
	support	Euplotes harpa	NCBI:txid151035	NCBI:txid151035|WD:Q62000435|PPSDB:Q562	host of		Candidatus Cyrtobacter comes	NCBI:txid675776	NCBI:txid675776|WD:Q126489920|PPSDB:Q571			10.1038/S41467-024-45351-7	Castelli, M., Nardi, T., Gammuto, L., Bellinzona, G., Sabaneyeva, E., Potekhin, A., Serra, V., Petroni, G. and Sassera, D. (2024). Host association and intracellularity evolved multiple times independently in the Rickettsiales. Nature Communications 15,.
	support	Euplotes harpa	NCBI:txid151035	NCBI:txid151035|WD:Q62000435|PPSDB:Q562	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1073/PNAS.1316687110	Boscaro, V., Felletti, M., Vannini, C., Ackerman, M. S., Chain, P. S. G., Malfatti, S., Vergez, L. M., Shin, M., Doak, T. G., Lynch, M., et al. (2013). Polynucleobacter necessarius , a model for genome reduction in both free-living and symbiotic bacteria. Proceedings of the National Academy of Sciences 110, 18590–18595.
	support	Euplotes harpa	NCBI:txid151035	NCBI:txid151035|WD:Q62000435|PPSDB:Q562	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1111/J.1462-2920.2012.02760.X	Vannini, C., Ferrantini, F., Ristori, A., Verni, F. and Petroni, G. (2012). Betaproteobacterial symbionts of the ciliate Euplotes: origin and tangled evolutionary path of an obligate microbial association. Environmental Microbiology 14, 2553–2563.
	support	Euplotes harpa	NCBI:txid151035	NCBI:txid151035|WD:Q62000435|PPSDB:Q562	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1038/S41559-017-0237-0	Boscaro, V., Kolisko, M., Felletti, M., Vannini, C., Lynn, D. H. and Keeling, P. J. (2017). Parallel genome reduction in symbionts descended from closely related free-living bacteria. Nature Ecology &amp; Evolution 1, 1160–1167.
	support	Euplotes harpa	NCBI:txid151035	NCBI:txid151035|WD:Q62000435|PPSDB:Q562	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1111/J.1550-7408.2005.04-3319.X	VANNINI, C., PETRONI, G., VERNI, F. and ROSATI, G. (2005). Polynucleobacter Bacteria in the Brackish‐Water Species Euplotes harpa (Ciliata Hypotrichia). Journal of Eukaryotic Microbiology 52, 116–122.
	support	Euplotes magnicirratus	NCBI:txid151034	NCBI:txid151034|WD:Q121269779|PPSDB:Q568	host of		Candidatus Devosia euplotis	NCBI:txid223181	NCBI:txid223181|WD:Q18646590|PPSDB:Q567	cytoplasm	GO:0005737	10.1099/IJS.0.02759-0	Vannini, C. (2004). Identification of the bacterial endosymbionts of the marine ciliate Euplotes magnicirratus (Ciliophora, Hypotrichia) and proposal of “Candidatus Devosia euplotis.” INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY 54, 1151–1156.
	support	Euplotes magnicirratus	NCBI:txid151034	NCBI:txid151034|WD:Q121269779|PPSDB:Q568	host of		Candidatus Devosia euplotis	NCBI:txid223181	NCBI:txid223181|WD:Q18646590|PPSDB:Q567	cytoplasm	GO:0005737	10.3354/AME036019	Vannini, C., Schena, A., Verni, F. and Rosati, G. (2004). Euplotes magnicirratus (Ciliophora, Hypotrichia) depends on its bacterial endosymbiont “Candidatus Devosia euplotis” for food digestion. Aquatic Microbial Ecology 36, 19–28.
	support	Euplotes magnicirratus	NCBI:txid151034	NCBI:txid151034|WD:Q121269779|PPSDB:Q568	host of		Francisella adeliensis	NCBI:txid2007306	NCBI:txid2007306|WD:Q126741163|PPSDB:Q1764	cytoplasm	GO:0005737	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes octocarinatus	NCBI:txid2716877	NCBI:txid2716877|WD:Q126618055|PPSDB:Q572	host of		Candidatus Anadelfobacter sociabilis	NCBI:txid2567972	NCBI:txid2567972|WD:Q126489585|PPSDB:Q1543			10.1128/AEM.02432-21	Giannotti, D., Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2022). The “Other” Rickettsiales : an Overview of the Family “ Candidatus Midichloriaceae.” Applied and Environmental Microbiology 88,.
	support	Euplotes octocarinatus	NCBI:txid2716877	NCBI:txid2716877|WD:Q126618055|PPSDB:Q572	host of		Candidatus Anadelfobacter sociabilis	NCBI:txid2567972	NCBI:txid2567972|WD:Q126489585|PPSDB:Q1543			10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes octocarinatus	NCBI:txid2716877	NCBI:txid2716877|WD:Q126618055|PPSDB:Q572	host of		Candidatus Euplotechlamydia quinta	NCBI:txid2936506	NCBI:txid2936506|WD:Q126489931|PPSDB:Q611	cytoplasm	GO:0005737	10.1111/JEU.12945	Wang, R., Sun, R., Zhang, Z., Vannini, C., Di Giuseppe, G. and Liang, A. (2022). “Candidatus Euplotechlamydia quinta,” a novel chlamydia‐like bacterium hosted by the ciliate Euplotes octocarinatus (Ciliophora, Spirotrichea). Journal of Eukaryotic Microbiology 70,.
	support	Euplotes octocarinatus	NCBI:txid2716877	NCBI:txid2716877|WD:Q126618055|PPSDB:Q572	host of		Candidatus Euplotella sexta	NCBI:txid2570587	NCBI:txid2570587|WD:Q127383381|PPSDB:Q2064	cytoplasm	GO:0005737	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes octocarinatus	NCBI:txid2716877	NCBI:txid2716877|WD:Q126618055|PPSDB:Q572	host of		Candidatus Finniella dimorpha	NCBI:txid2567973	NCBI:txid2567973|PPSDB:Q2060			10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes octocarinatus	NCBI:txid2716877	NCBI:txid2716877|WD:Q126618055|PPSDB:Q572	host of		Candidatus Fujishimia apicalis	NCBI:txid2570588	NCBI:txid2570588|WD:Q127383283|PPSDB:Q2063	cytoplasm	GO:0005737	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes octocarinatus	NCBI:txid2716877	NCBI:txid2716877|WD:Q126618055|PPSDB:Q572	host of		Candidatus Megaira polyxenophila	NCBI:txid988779	NCBI:txid988779|WD:Q126489955|PPSDB:Q141	cytoplasm	GO:0005737	10.1371/JOURNAL.PONE.0072581	Schrallhammer, M., Ferrantini, F., Vannini, C., Galati, S., Schweikert, M., Görtz, H.-D., Verni, F. and Petroni, G. (2013). ‘Candidatus Megaira polyxenophila’ gen. nov., sp. nov.: Considerations on Evolutionary History, Host Range and Shift of Early Divergent Rickettsiae. PLoS ONE 8, e72581.
	support	Euplotes octocarinatus	NCBI:txid2716877	NCBI:txid2716877|WD:Q126618055|PPSDB:Q572	host of		Candidatus Protistobacter heckmanni	NCBI:txid1048740	NCBI:txid1048740|WD:Q126489977|PPSDB:Q564			10.1111/J.1462-2920.2012.02760.X	Vannini, C., Ferrantini, F., Ristori, A., Verni, F. and Petroni, G. (2012). Betaproteobacterial symbionts of the ciliate Euplotes: origin and tangled evolutionary path of an obligate microbial association. Environmental Microbiology 14, 2553–2563.
	support	Euplotes octocarinatus	NCBI:txid2716877	NCBI:txid2716877|WD:Q126618055|PPSDB:Q572	host of		Candidatus Protistobacter heckmanni	NCBI:txid1048740	NCBI:txid1048740|WD:Q126489977|PPSDB:Q564			10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes octocarinatus	NCBI:txid2716877	NCBI:txid2716877|WD:Q126618055|PPSDB:Q572	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1111/J.1462-2920.2012.02760.X	Vannini, C., Ferrantini, F., Ristori, A., Verni, F. and Petroni, G. (2012). Betaproteobacterial symbionts of the ciliate Euplotes: origin and tangled evolutionary path of an obligate microbial association. Environmental Microbiology 14, 2553–2563.
	support	Euplotes octocarinatus	NCBI:txid2716877	NCBI:txid2716877|WD:Q126618055|PPSDB:Q572	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
